Date,CAOS,SPY
2024-01-02,82.83999633789062,461.2474670410156
2024-01-03,82.6709976196289,457.4805908203125
2024-01-04,82.6500015258789,456.0069885253906
2024-01-05,82.62000274658203,456.6315002441406
2024-01-08,82.80000305175781,463.1504211425781
2024-01-09,82.88300323486328,462.44781494140625
2024-01-10,82.98999786376953,465.06317138671875
2024-01-11,83.04000091552734,464.85821533203125
2024-01-12,83.05799865722656,465.1802062988281
2024-01-16,83.0530014038086,463.4724426269531
2024-01-17,82.8499984741211,460.8961486816406
2024-01-18,83.2509994506836,464.9947814941406
2024-01-19,83.31999969482422,470.79150390625
2024-01-22,83.27999877929688,471.78692626953125
2024-01-23,83.27999877929688,473.1628723144531
2024-01-24,83.28700256347656,473.6801452636719
2024-01-25,83.3499984741211,476.25640869140625
2024-01-26,83.33999633789062,475.6513671875
2024-01-29,83.33599853515625,479.4182434082031
2024-01-30,83.35700225830078,479.0473937988281
2024-01-31,83.4000015258789,471.2306823730469
2024-02-01,83.54000091552734,477.398193359375
2024-02-02,83.50900268554688,482.4239501953125
2024-02-05,83.51000213623047,480.6673583984375
2024-02-06,83.48999786376953,482.0628967285156
2024-02-07,83.46499633789062,486.0835266113281
2024-02-08,83.51000213623047,486.2982177734375
2024-02-09,83.50900268554688,489.10870361328125
2024-02-12,83.51899719238281,488.8940124511719
2024-02-13,83.68000030517578,482.160400390625
2024-02-14,83.5989990234375,486.54217529296875
2024-02-15,83.60600280761719,489.8991394042969
2024-02-16,83.6259994506836,487.4595031738281
2024-02-20,83.57099914550781,484.7758483886719
2024-02-21,83.60600280761719,485.2149963378906
2024-02-22,83.78700256347656,495.2567138671875
2024-02-23,83.81500244140625,495.5982971191406
2024-02-26,83.77999877929688,493.7831115722656
2024-02-27,83.73999786376953,494.7004699707031
2024-02-28,83.81900024414062,494.0466003417969
2024-02-29,83.81600189208984,495.82275390625
2024-03-01,83.8550033569336,500.4776306152344
2024-03-04,83.86299896240234,499.94091796875
2024-03-05,83.91000366210938,494.9444580078125
2024-03-06,83.86299896240234,497.45245361328125
2024-03-07,83.86499786376953,502.3903503417969
2024-03-08,83.9469985961914,499.3749084472656
2024-03-11,83.98999786376953,498.94549560546875
2024-03-12,84.01000213623047,504.3128662109375
2024-03-13,83.9000015258789,503.52239990234375
2024-03-14,84.01000213623047,502.5269470214844
2024-03-15,84.00399780273438,499.07635498046875
2024-03-18,84.04499816894531,502.04241943359375
2024-03-19,84.0,504.8323059082031
2024-03-20,84.14099884033203,509.50164794921875
2024-03-21,84.16899871826172,511.1854553222656
2024-03-22,84.18000030517578,510.2162780761719
2024-03-25,84.18800354003906,508.8067321777344
2024-03-26,84.25,507.8669128417969
2024-03-27,84.2300033569336,512.1349487304688
2024-03-28,84.30000305175781,512.0370483398438
2024-04-01,84.26399993896484,511.1463317871094
2024-04-02,84.22000122070312,507.8963623046875
2024-04-03,84.1760025024414,508.4542541503906
2024-04-04,84.04900360107422,502.2480163574219
2024-04-05,84.30000305175781,507.4949645996094
2024-04-08,84.28399658203125,507.7788391113281
2024-04-09,84.20999908447266,508.3662109375
2024-04-10,84.06199645996094,503.27581787109375
2024-04-11,84.30999755859375,507.07403564453125
2024-04-12,83.83499908447266,500.0748291015625
2024-04-15,83.78800201416016,493.809814453125
2024-04-16,83.69000244140625,492.9091796875
2024-04-17,83.57499694824219,489.9920654296875
2024-04-18,83.45999908447266,488.9837951660156
2024-04-19,83.4800033569336,484.7158203125
2024-04-22,83.43000030517578,489.1795959472656
2024-04-23,83.48999786376953,494.9844970703125
2024-04-24,83.42900085449219,494.74957275390625
2024-04-25,83.41999816894531,492.8700866699219
2024-04-26,83.41899871826172,497.53948974609375
2024-04-29,83.43099975585938,499.301513671875
2024-04-30,83.30699920654297,491.3919372558594
2024-05-01,83.29000091552734,489.7963562011719
2024-05-02,83.31199645996094,494.3775634765625
2024-05-03,83.51000213623047,500.5055847167969
2024-05-06,83.63600158691406,505.6741638183594
2024-05-07,83.76000213623047,506.2322692871094
2024-05-08,83.76000213623047,506.2810974121094
2024-05-09,83.98999786376953,509.1982116699219
2024-05-10,84.05000305175781,509.85418701171875
2024-05-13,84.04299926757812,509.922607421875
2024-05-14,84.1780014038086,512.2622680664062
2024-05-15,84.2699966430664,518.6055908203125
2024-05-16,84.30000305175781,517.53857421875
2024-05-17,84.28099822998047,518.2825927734375
2024-05-20,84.29000091552734,518.8796997070312
2024-05-21,84.28399658203125,520.1522216796875
2024-05-22,84.31300354003906,518.6546020507812
2024-05-23,84.35900115966797,514.8660888671875
2024-05-24,84.41500091552734,518.2727661132812
2024-05-28,84.39600372314453,518.6349487304688
2024-05-29,84.36000061035156,515.003173828125
2024-05-30,84.12000274658203,511.58673095703125
2024-05-31,84.31199645996094,516.2464599609375
2024-06-03,84.35099792480469,516.6672973632812
2024-06-04,84.37100219726562,517.244873046875
2024-06-05,84.51000213623047,523.3923950195312
2024-06-06,84.55999755859375,523.3826293945312
2024-06-07,84.66799926757812,522.746337890625
2024-06-10,84.7249984741211,524.3615112304688
2024-06-11,84.697998046875,525.624267578125
2024-06-12,84.697998046875,529.9413452148438
2024-06-13,84.70500183105469,531.00830078125
2024-06-14,84.74299621582031,531.3314208984375
2024-06-17,84.75700378417969,535.5602416992188
2024-06-18,84.79000091552734,536.9209594726562
2024-06-20,84.7959976196289,535.4623413085938
2024-06-21,84.8550033569336,534.744384765625
2024-06-24,84.8499984741211,533.0061645507812
2024-06-25,84.88999938964844,535.0587158203125
2024-06-26,84.87799835205078,535.7265625
2024-06-27,84.91999816894531,536.5711059570312
2024-06-28,84.87000274658203,534.4595947265625
2024-07-01,84.93599700927734,535.5595703125
2024-07-02,85.08100128173828,539.1636962890625
2024-07-03,85.15499877929688,541.5698852539062
2024-07-05,85.23200225830078,544.6928100585938
2024-07-08,85.24099731445312,545.3213500976562
2024-07-09,85.21499633789062,545.8515625
2024-07-10,85.26699829101562,551.2529296875
2024-07-11,85.29000091552734,546.499755859375
2024-07-12,85.28199768066406,549.9468383789062
2024-07-15,85.26499938964844,551.459228515625
2024-07-16,85.33000183105469,554.7294311523438
2024-07-17,85.3479995727539,546.9515380859375
2024-07-18,85.4000015258789,542.748291015625
2024-07-19,85.45999908447266,539.14404296875
2024-07-22,85.41000366210938,544.70263671875
2024-07-23,85.38500213623047,543.84814453125
2024-07-24,85.48200225830078,531.523193359375
2024-07-25,85.33000183105469,528.7538452148438
2024-07-26,85.34700012207031,534.6757202148438
2024-07-29,85.34700012207031,534.989990234375
2024-07-30,85.29900360107422,532.2794799804688
2024-07-31,85.47699737548828,540.9314575195312
2024-08-01,85.3759994506836,533.2713623046875
2024-08-02,85.62999725341797,523.3427124023438
2024-08-05,87.2959976196289,508.10107421875
2024-08-06,86.0,512.7855224609375
2024-08-07,86.19000244140625,509.3581237792969
2024-08-08,85.98999786376953,521.1331176757812
2024-08-09,85.48999786376953,523.4310913085938
2024-08-12,85.62000274658203,523.7060546875
2024-08-13,85.63999938964844,532.3187866210938
2024-08-14,85.6449966430664,533.998046875
2024-08-15,85.7020034790039,543.15087890625
2024-08-16,85.71299743652344,544.3687744140625
2024-08-19,85.71099853515625,549.5736083984375
2024-08-20,85.75800323486328,548.679931640625
2024-08-21,85.75,550.5654907226562
2024-08-22,85.8010025024414,546.244384765625
2024-08-23,85.76499938964844,552.0484619140625
2024-08-26,85.78800201416016,550.7324829101562
2024-08-27,85.7300033569336,551.4887084960938
2024-08-28,85.7979965209961,548.2870483398438
2024-08-29,85.7699966430664,548.3362426757812
2024-08-30,85.7979965209961,553.5706176757812
2024-09-03,86.01399993896484,542.1787109375
2024-09-04,86.09500122070312,541.0689697265625
2024-09-05,85.97899627685547,539.7529907226562
2024-09-06,86.11399841308594,530.6688842773438
2024-09-09,86.03500366210938,536.6103515625
2024-09-10,86.09500122070312,538.9476928710938
2024-09-11,86.29000091552734,544.4766845703125
2024-09-12,86.37999725341797,549.06298828125
2024-09-13,86.36799621582031,551.9306030273438
2024-09-16,86.44999694824219,552.7457275390625
2024-09-17,86.43099975585938,552.9714965820312
2024-09-18,86.56999969482422,551.3314819335938
2024-09-19,86.4800033569336,560.7396850585938
2024-09-20,86.427001953125,559.7703247070312
2024-09-23,86.43000030517578,561.169189453125
2024-09-24,86.47000122070312,562.77490234375
2024-09-25,86.4800033569336,561.5336303710938
2024-09-26,86.51000213623047,563.7599487304688
2024-09-27,86.49800109863281,562.9423217773438
2024-09-30,86.4749984741211,565.1981811523438
2024-10-01,86.65499877929688,560.1348266601562
2024-10-02,86.68000030517578,560.371337890625
2024-10-03,86.7699966430664,559.3468627929688
2024-10-04,86.66999816894531,564.4297485351562
2024-10-07,86.73600006103516,559.3271484375
2024-10-08,86.82099914550781,564.616943359375
2024-10-09,86.88999938964844,568.5277099609375
2024-10-10,86.93000030517578,567.5328979492188
2024-10-11,86.97000122070312,570.931396484375
2024-10-14,86.91000366210938,575.6006469726562
2024-10-15,86.94999694824219,571.1283569335938
2024-10-16,86.94000244140625,573.6107177734375
2024-10-17,86.94999694824219,573.6599731445312
2024-10-18,86.94000244140625,575.8665771484375
2024-10-21,86.93000030517578,574.9208984375
2024-10-22,86.91999816894531,574.6155395507812
2024-10-23,86.98999786376953,569.364990234375
2024-10-24,86.95999908447266,570.596435546875
2024-10-25,87.05000305175781,570.3994140625
2024-10-28,86.98999786376953,572.1627807617188
2024-10-29,87.01000213623047,573.088623046875
2024-10-30,87.0199966430664,571.35498046875
2024-10-31,87.12999725341797,560.1546020507812
2024-11-01,87.12000274658203,562.5187377929688
2024-11-04,87.05000305175781,561.30712890625
2024-11-05,87.13999938964844,568.0942993164062
2024-11-06,87.0979995727539,582.2203369140625
2024-11-07,87.1500015258789,586.7221069335938
2024-11-08,87.12999725341797,589.2636108398438
2024-11-11,87.2300033569336,589.8250732421875
2024-11-12,87.04199981689453,587.992919921875
2024-11-13,87.41999816894531,588.278564453125
2024-11-14,87.0999984741211,584.4959106445312
2024-11-15,87.19000244140625,577.00927734375
2024-11-18,87.08599853515625,579.3734741210938
2024-11-19,87.0979995727539,581.4913940429688
2024-11-20,87.12899780273438,581.6883544921875
2024-11-21,87.19000244140625,584.81103515625
2024-11-22,87.13200378417969,586.6236572265625
2024-11-25,87.16999816894531,588.613525390625
2024-11-26,87.16000366210938,591.6869506835938
2024-11-27,87.1500015258789,589.89404296875
2024-11-29,87.18000030517578,593.55859375
2024-12-02,87.12999725341797,594.6224975585938
2024-12-03,87.19499969482422,594.8983154296875
2024-12-04,87.1500015258789,598.59228515625
2024-12-05,87.16999816894531,597.607177734375
2024-12-06,87.12200164794922,598.7401123046875
2024-12-09,87.2300033569336,595.65673828125
2024-12-10,87.22000122070312,593.8048095703125
2024-12-11,87.20999908447266,598.3953247070312
2024-12-12,87.22100067138672,595.31201171875
2024-12-13,87.19999694824219,595.1937866210938
2024-12-16,87.30000305175781,597.7352905273438
2024-12-17,87.18000030517578,595.2725830078125
2024-12-18,87.54299926757812,577.5313720703125
2024-12-19,87.80000305175781,577.35400390625
2024-12-20,87.40599822998047,584.2886352539062
2024-12-23,87.38500213623047,587.7874755859375
2024-12-24,87.37999725341797,594.3207397460938
2024-12-26,87.36000061035156,594.3603515625
2024-12-27,87.38999938964844,588.1038208007812
2024-12-30,87.36000061035156,581.392578125
2024-12-31,87.54000091552734,579.2774658203125
2025-01-02,87.4000015258789,577.8541259765625
2025-01-03,87.51300048828125,585.0792846679688
2025-01-06,87.56999969482422,588.44970703125
2025-01-07,87.5999984741211,581.7977905273438
2025-01-08,87.6500015258789,582.6478271484375
2025-01-10,87.69400024414062,573.7523193359375
2025-01-13,87.69000244140625,574.6419067382812
2025-01-14,87.66999816894531,575.4325561523438
2025-01-15,87.62999725341797,585.8997192382812
2025-01-16,87.62999725341797,584.7728881835938
2025-01-17,87.66999816894531,590.6439819335938
2025-01-21,87.66000366210938,596.0504760742188
2025-01-22,87.66999816894531,599.4011840820312
2025-01-23,87.66999816894531,602.6727294921875
2025-01-24,87.69999694824219,600.913330078125
2025-01-27,87.75,592.4132080078125
2025-01-28,87.69000244140625,597.50341796875
2025-01-29,87.76000213623047,594.8248901367188
2025-01-30,87.70999908447266,598.0173950195312
2025-01-31,87.81999969482422,594.8347778320312
2025-02-03,87.77999877929688,590.831787109375
2025-02-04,87.80000305175781,594.7952880859375
2025-02-05,87.7300033569336,597.2069091796875
2025-02-06,87.76200103759766,599.2825317382812
2025-02-07,87.86000061035156,593.7969360351562
2025-02-10,87.80999755859375,597.82958984375
2025-02-11,87.81999969482422,598.2842407226562
2025-02-12,87.83999633789062,596.3568725585938
2025-02-13,87.77999877929688,602.6529541015625
2025-02-14,87.81999969482422,602.623291015625
2025-02-18,87.80999755859375,604.392578125
2025-02-19,87.80999755859375,605.8157958984375
2025-02-20,87.81999969482422,603.29541015625
2025-02-21,87.9000015258789,592.9766235351562
2025-02-24,87.83000183105469,590.2782592773438
2025-02-25,87.79000091552734,587.3427124023438
2025-02-26,87.78500366210938,587.6392822265625
2025-02-27,87.77899932861328,578.2593383789062
2025-02-28,87.78099822998047,587.2833862304688
2025-03-03,87.9000015258789,576.9942626953125
2025-03-04,87.91500091552734,570.1644897460938
2025-03-05,87.83000183105469,576.2925415039062
2025-03-06,87.90899658203125,566.0625610351562
2025-03-07,87.8740005493164,569.2353515625
2025-03-10,88.03500366210938,554.0734252929688
2025-03-11,87.97000122070312,549.467529296875
2025-03-12,87.80899810791016,552.3832397460938
2025-03-13,87.80000305175781,545.0197143554688
2025-03-14,87.94000244140625,556.2775268554688
2025-03-17,87.9260025024414,560.5671997070312
2025-03-18,87.91000366210938,554.50830078125
2025-03-19,88.02999877929688,560.54736328125
2025-03-20,87.90499877929688,558.9264526367188
2025-03-21,87.98999786376953,559.11083984375
2025-03-24,87.91000366210938,569.1235961914062
2025-03-25,88.01499938964844,570.4917602539062
2025-03-26,87.97000122070312,563.6810913085938
2025-03-27,88.16000366210938,562.1840209960938
2025-03-28,88.12000274658203,550.8626708984375
2025-03-31,87.9520034790039,554.5604858398438
2025-04-01,88.04000091552734,556.1268310546875
2025-04-02,87.94000244140625,559.6461791992188
2025-04-03,88.68000030517578,532.06640625
2025-04-04,90.43000030517578,500.9176330566406
2025-04-07,90.48999786376953,500.025390625
2025-04-08,91.48999786376953,492.193603515625
2025-04-09,88.73999786376953,543.8834838867188
2025-04-10,90.30000305175781,520.051025390625
2025-04-11,89.77999877929688,529.3302612304688
2025-04-14,89.12999725341797,534.4654541015625
2025-04-15,89.18000030517578,532.9684448242188
2025-04-16,89.51000213623047,521.1216430664062
2025-04-17,89.33000183105469,521.8651733398438
2025-04-21,89.41000366210938,509.443359375
2025-04-22,89.12000274658203,522.697998046875
2025-04-23,88.79000091552734,530.79736328125
2025-04-24,88.66999816894531,541.9700927734375
2025-04-25,88.7300033569336,545.8860473632812
2025-04-28,88.58000183105469,546.09423828125
2025-04-29,88.56999969482422,549.5342407226562
2025-04-30,88.62000274658203,549.7523193359375
2025-05-01,88.57499694824219,553.6484375
2025-05-02,88.5250015258789,561.8668823242188
2025-05-05,88.51000213623047,558.6448974609375
2025-05-06,88.5999984741211,553.9755859375
2025-05-07,88.5999984741211,556.3052978515625
2025-05-08,88.52999877929688,560.1815185546875
2025-05-09,88.19999694824219,559.4677734375
2025-05-12,88.30000305175781,577.9567260742188
2025-05-13,88.2699966430664,581.7734375
2025-05-14,88.35900115966797,582.5169677734375
2025-05-15,88.22000122070312,585.3622436523438
2025-05-16,88.41999816894531,589.0699462890625
2025-05-19,88.41000366210938,589.71435546875
2025-05-20,88.4800033569336,587.7315673828125
2025-05-21,88.52999877929688,577.8278198242188
2025-05-22,88.51000213623047,578.0558471679688
2025-05-23,88.5199966430664,574.1102294921875
2025-05-27,88.69000244140625,586.0462646484375
2025-05-28,88.5999984741211,582.65576171875
2025-05-29,88.62999725341797,584.9557495117188
2025-05-30,88.76000213623047,584.301513671875
2025-06-02,88.80999755859375,587.5928955078125
2025-06-03,88.83999633789062,590.943603515625
2025-06-04,88.83000183105469,590.7850341796875
2025-06-05,88.86000061035156,587.9298095703125
2025-06-06,88.83000183105469,593.96728515625
2025-06-09,88.79000091552734,594.5026245117188
2025-06-10,88.69999694824219,597.8733520507812
2025-06-11,88.76000213623047,596.1680908203125
2025-06-12,88.8499984741211,598.5374145507812
2025-06-13,89.0199966430664,591.8457641601562
2025-06-16,88.86000061035156,597.4767456054688
2025-06-17,89.0,592.3712158203125
2025-06-18,88.94000244140625,592.2819213867188
2025-06-20,88.98999786376953,590.8909301757812
2025-06-23,88.97000122070312,596.7274780273438
2025-06-24,88.91000366210938,603.3196411132812
2025-06-25,88.86000061035156,603.65771484375
2025-06-26,88.88999938964844,608.380615234375
2025-06-27,88.87999725341797,611.4032592773438
2025-06-30,88.83999633789062,614.3265380859375
2025-07-01,88.83999633789062,614.127685546875
2025-07-02,88.8499984741211,616.9116821289062
2025-07-03,88.83000183105469,621.7738037109375
2025-07-07,88.80999755859375,617.140380859375
2025-07-08,88.7699966430664,616.8023681640625
2025-07-09,88.83999633789062,620.5010986328125
2025-07-10,88.81999969482422,622.2510986328125
2025-07-11,88.80000305175781,620.0635986328125
2025-07-14,88.86000061035156,621.2467651367188
2025-07-15,88.73999786376953,618.592041015625
2025-07-16,88.87999725341797,620.66015625
2025-07-17,88.80000305175781,624.4583740234375
2025-07-18,88.88999938964844,624.0010375976562
2025-07-21,88.86900329589844,625.1842651367188
2025-07-22,88.85199737548828,625.2737426757812
2025-07-23,88.86000061035156,630.59326171875
2025-07-24,88.82499694824219,630.802001953125
2025-07-25,88.82099914550781,633.4667358398438
2025-07-28,88.82499694824219,633.3076782226562
2025-07-29,88.83000183105469,631.63720703125
2025-07-30,88.81099700927734,630.841796875
2025-07-31,88.80500030517578,628.4754028320312
2025-08-01,88.92500305175781,618.1743774414062
2025-08-04,89.0,627.5704956054688
2025-08-05,88.92500305175781,624.3887329101562
2025-08-06,89.05999755859375,629.17138671875
2025-08-07,89.10199737548828,628.6443481445312
2025-08-08,89.19400024414062,633.5462646484375
2025-08-11,89.17500305175781,632.29345703125
2025-08-12,89.16000366210938,639.02490234375
2025-08-13,89.125,641.2123413085938
2025-08-14,89.11000061035156,641.27197265625
2025-08-15,89.23999786376953,639.7706298828125
2025-08-18,89.22000122070312,639.63134765625
2025-08-19,89.0999984741211,636.1612548828125
2025-08-20,89.17500305175781,634.470947265625
2025-08-21,89.18499755859375,631.925537109375
2025-08-22,89.23500061035156,641.6299438476562
2025-08-25,89.33499908447266,638.8060302734375
2025-08-26,89.33499908447266,641.4807739257812
2025-08-27,89.4000015258789,642.9423828125
2025-08-28,89.44000244140625,645.2192993164062
2025-08-29,89.5,641.3713989257812
2025-09-02,89.33000183105469,636.61865234375
2025-09-03,89.30000305175781,640.06884765625
2025-09-04,89.45500183105469,645.4181518554688
2025-09-05,89.61000061035156,643.5488891601562
2025-09-08,89.58000183105469,645.1298217773438
2025-09-09,89.56999969482422,646.6212768554688
2025-09-10,89.56999969482422,648.4906005859375
2025-09-11,89.51599884033203,653.8796997070312
2025-09-12,89.55999755859375,653.660888671875
2025-09-15,89.54299926757812,657.1409301757812
2025-09-16,89.53299713134766,656.2361450195312
2025-09-17,89.5250015258789,655.4208374023438
2025-09-18,89.5199966430664,658.4832763671875
2025-09-19,89.52999877929688,661.74462890625
2025-09-22,89.54000091552734,664.8753662109375
2025-09-23,89.57099914550781,661.256103515625
2025-09-24,89.54499816894531,659.1522216796875
2025-09-25,89.56999969482422,656.1112670898438
2025-09-26,89.54000091552734,659.8701782226562
2025-09-29,89.55999755859375,661.7246704101562
2025-09-30,89.53299713134766,664.21728515625
2025-10-01,89.53900146484375,666.4806518554688
2025-10-02,89.55000305175781,667.248291015625
2025-10-03,89.58999633789062,667.2384033203125
2025-10-06,89.55999755859375,669.6312866210938
2025-10-07,89.61000061035156,667.1486206054688
2025-10-08,89.58699798583984,671.1268920898438
2025-10-09,89.61000061035156,669.1826171875
2025-10-10,89.94000244140625,651.0960693359375
2025-10-13,89.86499786376953,661.0865478515625
2025-10-14,89.94000244140625,660.2789306640625
2025-10-15,90.0,663.2102661132812
2025-10-16,90.16000366210938,658.6936645507812
2025-10-17,90.30000305175781,662.4326171875
2025-10-20,90.0999984741211,669.3222045898438
2025-10-21,90.01000213623047,669.3121948242188
2025-10-22,90.0999984741211,665.83251953125
2025-10-23,90.05999755859375,669.7808837890625
2025-10-24,90.02999877929688,675.2546997070312
2025-10-27,89.95999908447266,683.2211303710938
2025-10-28,89.97000122070312,685.0357666015625
2025-10-29,89.94999694824219,685.3648071289062
2025-10-30,89.9800033569336,677.8270874023438
2025-10-31,90.0199966430664,680.050537109375
2025-11-03,89.86000061035156,681.3267822265625
2025-11-04,90.08000183105469,673.2506103515625
2025-11-05,90.05000305175781,675.583740234375
2025-11-06,90.12000274658203,668.3351440429688
2025-11-07,90.11000061035156,668.9931640625
2025-11-10,90.37999725341797,679.432373046875
2025-11-11,90.41999816894531,680.9877319335938
2025-11-12,90.375,681.3666381835938
2025-11-13,90.12000274658203,670.0599975585938
2025-11-14,89.86000061035156,669.9503784179688
2025-11-17,89.94999694824219,663.7088012695312
2025-11-18,90.0999984741211,658.1353149414062
2025-11-19,90.0999984741211,660.6777954101562
2025-11-20,90.25,650.6075439453125
2025-11-21,90.16999816894531,657.08837890625
2025-11-24,89.94999694824219,666.759765625
2025-11-25,89.88999938964844,673.03125
2025-11-26,89.9000015258789,677.6775512695312
2025-11-28,89.9010009765625,681.3765869140625
2025-12-01,89.91000366210938,678.2658081054688
2025-12-02,89.9000015258789,679.5220947265625
2025-12-03,89.88999938964844,681.8751220703125
2025-12-04,89.9000015258789,682.3736572265625
2025-12-05,89.9000015258789,683.6697998046875
2025-12-08,89.91999816894531,681.6159057617188
2025-12-09,89.87999725341797,681.027587890625
2025-12-10,89.81999969482422,685.5443115234375
2025-12-11,89.81999969482422,687.1395263671875
2025-12-12,89.86000061035156,679.7514038085938
2025-12-15,89.91000366210938,678.7244262695312
2025-12-16,89.87999725341797,676.8699340820312
2025-12-17,89.87999725341797,669.4219360351562
2025-12-18,89.9000015258789,674.4769287109375
2025-12-19,89.9000015258789,680.5900268554688
2025-12-22,89.8499984741211,684.8300170898438
2025-12-23,89.86000061035156,687.9600219726562
2025-12-24,89.8550033569336,690.3800048828125
2025-12-26,89.85299682617188,690.3099975585938
2025-12-29,89.83000183105469,687.8499755859375
2025-12-30,89.83000183105469,687.010009765625
2025-12-31,89.7770004272461,681.9199829101562
2026-01-02,89.73500061035156,683.1699829101562
2026-01-05,89.87000274658203,687.719970703125
2026-01-06,89.94999694824219,691.8099975585938
2026-01-07,89.88999938964844,689.5800170898438
2026-01-08,89.94999694824219,689.510009765625
2026-01-09,90.19999694824219,694.0700073242188
2026-01-12,90.19000244140625,695.1599731445312
2026-01-13,90.20500183105469,693.77001953125
2026-01-14,90.26499938964844,690.3599853515625
2026-01-15,90.2300033569336,692.239990234375
2026-01-16,90.20999908447266,691.6599731445312
2026-01-20,90.45999908447266,677.5800170898438
2026-01-21,90.30000305175781,685.4000244140625
2026-01-22,90.25,688.97998046875
2026-01-23,90.26200103759766,689.22998046875
2026-01-26,90.30000305175781,692.72998046875
2026-01-27,90.29000091552734,695.489990234375
2026-01-28,90.34500122070312,695.4199829101562
2026-01-29,90.26000213623047,694.0399780273438
2026-01-30,90.31999969482422,691.969970703125
2026-02-02,90.28900146484375,695.4099731445312
2026-02-03,90.34500122070312,689.530029296875
2026-02-04,90.38999938964844,686.1900024414062
2026-02-05,90.45999908447266,677.6199951171875
2026-02-06,90.34700012207031,690.6199951171875
2026-02-09,90.33000183105469,693.9500122070312
2026-02-10,90.26300048828125,692.1199951171875
2026-02-11,90.25,691.9600219726562
2026-02-12,90.30000305175781,681.27001953125
2026-02-13,90.37999725341797,681.75
2026-02-17,90.31999969482422,682.8499755859375
2026-02-18,90.33999633789062,686.2899780273438
2026-02-19,90.43000030517578,684.47998046875
2026-02-20,90.4000015258789,689.4299926757812
2026-02-23,90.44999694824219,682.3900146484375
2026-02-24,90.4000015258789,687.3499755859375
2026-02-25,90.38999938964844,693.1500244140625
2026-02-26,90.4000015258789,689.2999877929688
2026-02-27,90.37000274658203,685.989990234375
